,Elevation,temperature,Age,humidity,arrival_time
0,16.08767890930176,36.63,25,0.87,914
1,2293.990966796875,36.63,30,0.87,915
2,2363.342041015625,36.63,29,0.87,914
3,2070.04833984375,36.63,28,0.87,917
4,1895.031005859375,36.63,32,0.87,914
6,218.5335693359375,36.63,32,0.87,935
7,15.224977493286131,36.63,39,0.87,915
8,2293.990966796875,36.63,27,0.87,915
9,192.0034942626953,36.63,33,0.87,931
10,16.83182334899902,36.63,33,0.87,943
11,1623.9774169921882,36.63,30,0.87,932
12,70.96458435058594,36.63,32,0.87,915
13,2103.939453125,36.63,31,0.87,930
14,182.86663818359384,36.63,42,0.87,975
15,1623.9774169921882,36.63,29,0.87,982
16,151.7860565185547,36.63,30,0.87,975
17,11.42669010162354,36.63,28,0.87,982
18,259.998291015625,36.63,28,0.87,974
19,21.80615043640137,36.63,26,0.87,982
20,37.14537048339844,36.63,32,0.87,942
21,140.6603088378906,36.63,26,0.87,981
22,35.90165328979492,36.63,32,0.87,981
23,35.65705490112305,36.63,28,0.87,980
24,89.8837890625,36.63,32,0.87,970
25,15.55781936645508,36.63,32,0.87,983
26,1088.349243164062,36.63,29,0.87,981
27,380.0,36.63,40,0.87,1012
28,181.5143737792969,36.63,32,0.87,1025
29,218.7236022949219,36.63,46,0.87,983
30,2371.603271484375,36.63,30,0.87,1045
31,94.6029815673828,36.63,25,0.87,1045
32,15.55781936645508,36.63,23,0.87,1024
33,401.7437133789062,36.63,27,0.87,1046
34,53.74789428710938,36.63,28,0.87,1025
35,37.14537048339844,36.63,35,0.87,1011
36,421.3871459960938,36.63,27,0.87,1008
37,396.0248413085938,36.63,33,0.87,1025
38,10.44183731079102,36.63,32,0.87,1046
39,288.6472473144531,36.63,31,0.87,1044
40,37.14537048339844,36.63,24,0.87,997
41,1623.9774169921882,36.63,30,0.87,1023
42,56.084815979003906,36.63,43,0.87,1033
43,2363.342041015625,36.63,31,0.87,1045
44,10.96754741668701,36.63,25,0.87,1033
45,140.9563293457031,36.63,26,0.87,1023
46,14.447757720947271,36.63,27,0.87,1025
47,148.55224609375,36.63,26,0.87,1002
48,1596.6729736328118,36.63,25,0.87,1051
49,120.9079360961914,36.63,23,0.87,1025
50,865.1586303710938,36.63,25,0.87,1008
51,1951.2591552734382,36.63,34,0.87,1045
52,203.7541961669922,36.63,25,0.87,1028
53,94.6029815673828,36.63,28,0.87,1046
54,10.44183731079102,36.63,31,0.87,1011
55,248.39337158203116,36.63,27,0.87,1023
56,361.7695922851562,36.63,37,0.87,1037
57,368.9474792480469,36.63,19,0.87,1046
58,47.37548446655273,36.63,22,0.87,1051
59,77.97574615478516,36.63,41,0.87,1034
60,219.4850006103516,36.63,23,0.87,982
61,16.83182334899902,36.63,33,0.87,1045
62,18.71355819702148,36.63,32,0.87,1025
63,350.7449645996094,36.63,25,0.87,1043
64,181.5143737792969,36.63,25,0.87,1024
65,58.93083190917969,36.63,30,0.87,1051
66,14.32654094696045,36.63,28,0.87,1040
67,12.69220733642578,36.63,29,0.87,1058
68,42.68008041381836,36.63,30,0.87,1024
69,4.0,36.63,34,0.87,1024
70,23.74346733093262,36.63,30,0.87,1049
71,144.104248046875,36.63,24,0.87,1032
72,176.5647430419922,36.63,24,0.87,1050
73,86.84709167480469,36.63,35,0.87,1019
74,2358.822509765625,36.63,26,0.87,1045
75,35.90165328979492,36.63,33,0.87,1036
76,263.49282836914057,36.63,23,0.87,986
77,206.7012023925781,36.63,27,0.87,1046
78,12.58986759185791,36.63,31,0.87,1061
79,69.00289916992189,36.63,27,0.87,1053
80,202.9051818847656,36.63,27,0.87,1032
81,15.224977493286131,36.63,28,0.87,1072
82,10.44183731079102,36.63,30,0.87,1044
83,31.781719207763672,36.63,26,0.87,1024
84,39.52106094360352,36.63,42,0.87,1054
85,142.3699798583984,36.63,31,0.87,1042
86,215.4762725830078,36.63,34,0.87,1045
87,121.3621368408203,36.63,26,0.87,1061
88,187.2318572998047,36.63,29,0.87,1042
89,56.084815979003906,36.63,28,0.87,1038
90,3.8890023231506348,36.63,25,0.87,1071
91,137.57452392578122,36.63,29,0.87,1060
92,149.1394653320312,36.63,32,0.87,1052
93,292.6947631835938,36.63,31,0.87,1047
94,1.539181590080261,36.63,36,0.87,1065
95,16.84739112854004,36.63,31,0.87,1061
96,499.8729553222656,36.63,27,0.87,1079
97,273.54550170898443,36.63,26,0.87,1066
98,142.3699798583984,36.63,32,0.87,1043
99,187.2318572998047,36.63,32,0.87,1072
100,109.5502395629883,36.63,28,0.87,1061
101,16.84739112854004,36.63,26,0.87,1075
102,2103.939453125,36.63,27,0.87,1063
103,133.20930480957028,36.63,31,0.87,1086
104,89.8837890625,36.63,30,0.87,1061
105,13.70660877227783,36.63,32,0.87,1062
106,6.027743339538574,36.63,24,0.87,1079
107,380.0,36.63,40,0.87,1058
108,56.084815979003906,36.63,35,0.87,1067
109,11.085031509399409,36.63,27,0.87,1080
110,233.7287750244141,36.63,25,0.87,1007
111,7.965522289276122,36.63,33,0.87,1061
112,31.97005462646484,36.63,32,0.87,1069
113,33.42565536499023,36.63,25,0.87,1085
114,1.6457762718200681,36.63,36,0.87,1061
115,10.44776248931885,36.63,26,0.87,1084
116,149.1394653320312,36.63,24,0.87,1083
117,499.8729553222656,36.63,26,0.87,1080
118,11.67500591278076,36.63,37,0.87,1085
119,0.5368872284889221,36.63,27,0.87,1060
120,1831.0819091796882,36.63,24,0.87,1088
121,237.6291656494141,36.63,28,0.87,1043
122,10.44776248931885,36.63,33,0.87,1066
123,220.1817321777344,36.63,29,0.87,1054
124,194.8641204833984,36.63,26,0.87,1105
125,217.5126495361328,36.63,27,0.87,1084
126,87.09457397460938,36.63,23,0.87,1098
127,106.79998779296879,36.63,23,0.87,1103
128,15.55781936645508,36.63,42,0.87,1094
129,13.70660877227783,36.63,23,0.87,1062
130,75.1241455078125,36.63,37,0.87,1061
131,2.790159702301025,36.63,29,0.87,1086
132,17.66356468200684,36.63,25,0.87,1111
133,320.0387878417969,36.63,29,0.87,1094
134,108.5567169189453,36.63,31,0.87,1089
135,104.7041854858398,36.63,29,0.87,1063
136,11.085031509399409,36.63,30,0.87,1117
137,56.00885772705078,36.63,41,0.87,1066
138,16.84739112854004,36.63,34,0.87,1043
139,10.44776248931885,36.63,23,0.87,1105
140,14.359289169311518,36.63,27,0.87,1060
141,366.0434265136719,36.63,42,0.87,1089
142,221.5890655517578,36.63,41,0.87,1095
143,263.49282836914057,36.63,22,0.87,1090
144,666.8341674804688,36.63,34,0.87,1113
145,132.6146392822266,36.63,30,0.87,1087
146,56.084815979003906,36.63,25,0.87,1081
147,5.729408264160156,36.63,31,0.87,1115
148,13.315147399902338,36.63,25,0.87,1096
149,3.118554830551147,36.63,32,0.87,1071
150,55.22239303588867,36.63,30,0.87,1122
151,113.38473510742192,36.63,47,0.87,1062
152,2930.111572265625,36.63,45,0.87,1066
153,259.998291015625,36.63,36,0.87,1123
154,182.8298187255859,36.63,28,0.87,1067
155,897.9967651367188,36.63,29,0.87,1088
156,7.309962749481201,36.63,29,0.87,1122
157,278.0033569335938,36.63,24,0.87,1102
158,232.5149993896484,36.63,31,0.87,1091
159,199.8629608154297,36.63,23,0.87,1069
160,79.19601440429688,36.63,32,0.87,1113
161,70.12425231933594,36.63,28,0.87,1086
162,260.29702758789057,36.63,29,0.87,1120
163,16.84739112854004,36.63,25,0.87,1101
164,31.71040916442871,36.63,29,0.87,1141
165,148.55224609375,36.63,36,0.87,1063
166,16.83182334899902,36.63,31,0.87,1110
167,284.6058349609375,36.63,23,0.87,1080
168,514.8724365234375,36.63,33,0.87,1072
169,152.5553283691406,36.63,39,0.87,1096
170,1300.004516601562,36.63,35,0.87,1049
171,254.7844543457031,36.63,35,0.87,1077
172,17.05924987792969,36.63,26,0.87,1093
173,263.49282836914057,36.63,29,0.87,1114
174,614.4942016601562,36.63,30,0.87,1121
175,161.7024841308594,36.63,35,0.87,1113
176,81.51506042480469,36.63,28,0.87,1080
177,19.94200897216797,36.63,28,0.87,1111
178,13.346641540527338,36.63,24,0.87,1071
179,2103.939453125,36.63,23,0.87,1122
180,206.1729736328125,36.63,27,0.87,1100
181,51.94340515136719,36.63,42,0.87,1115
182,14.32654094696045,36.63,26,0.87,1084
183,8.94913387298584,36.63,34,0.87,1116
184,527.0923461914061,36.63,41,0.87,1086
185,194.29931640625,36.63,24,0.87,1043
186,1.7231634855270392,36.63,24,0.87,1119
187,181.5143737792969,36.63,31,0.87,1061
188,50.26950454711914,36.63,48,0.87,1129
189,2108.50048828125,36.63,21,0.87,1123
190,75.91120910644531,36.63,25,0.87,1062
191,77.97574615478516,36.63,28,0.87,1067
192,376.3503112792969,36.63,24,0.87,1063
193,5.664112567901611,36.63,25,0.87,1116
194,10.44776248931885,36.63,30,0.87,1117
195,263.0969848632812,36.63,34,0.87,1125
196,779.2720947265625,36.63,23,0.87,1117
197,222.7997283935547,36.63,23,0.87,1078
198,181.5143737792969,36.63,26,0.87,1095
199,181.5143737792969,36.63,27,0.87,1079
200,0.0,36.63,38,0.87,1118
201,77.97574615478516,36.63,29,0.87,1131
202,14.32654094696045,36.63,26,0.87,1093
203,614.4942016601562,36.63,32,0.87,1106
204,22.23203277587891,36.63,29,0.87,1108
205,10.44183731079102,36.63,30,0.87,1127
206,15.55781936645508,36.63,27,0.87,1116
207,225.5828399658203,36.63,28,0.87,1122
208,3.920108318328857,36.63,23,0.87,1110
209,244.1101379394531,36.63,26,0.87,1104
210,42.47363662719727,36.63,35,0.87,1097
211,1.7231634855270392,36.63,35,0.87,1118
212,194.29931640625,36.63,24,0.87,1121
213,6.0,36.63,32,0.87,1125
214,31.71040916442871,36.63,32,0.87,1052
215,1831.0819091796882,36.63,30,0.87,1116
216,189.8713836669922,36.63,31,0.87,1108
