,Elevation,temperature,Age,humidity,arrival_time
0,16.08767890930176,36.63,25,0.87,932
1,2293.990966796875,36.63,30,0.87,930
2,2363.342041015625,36.63,29,0.87,932
3,2070.04833984375,36.63,28,0.87,928
4,1895.031005859375,36.63,32,0.87,930
6,218.5335693359375,36.63,32,0.87,923
7,15.224977493286131,36.63,39,0.87,931
8,2293.990966796875,36.63,27,0.87,930
9,192.0034942626953,36.63,33,0.87,938
10,16.83182334899902,36.63,33,0.87,947
11,1623.9774169921882,36.63,30,0.87,936
12,70.96458435058594,36.63,32,0.87,930
13,2103.939453125,36.63,31,0.87,953
14,182.86663818359384,36.63,42,0.87,977
15,1623.9774169921882,36.63,29,0.87,980
16,151.7860565185547,36.63,30,0.87,977
17,11.42669010162354,36.63,28,0.87,998
18,259.998291015625,36.63,28,0.87,973
19,21.80615043640137,36.63,26,0.87,998
20,37.14537048339844,36.63,32,0.87,954
21,140.6603088378906,36.63,26,0.87,999
22,35.90165328979492,36.63,32,0.87,998
23,35.65705490112305,36.63,28,0.87,998
24,89.8837890625,36.63,32,0.87,992
25,15.55781936645508,36.63,32,0.87,979
26,1088.349243164062,36.63,29,0.87,988
27,380.0,36.63,40,0.87,1061
28,181.5143737792969,36.63,32,0.87,1030
29,218.7236022949219,36.63,46,0.87,1043
30,2371.603271484375,36.63,30,0.87,1031
31,94.6029815673828,36.63,25,0.87,1032
32,15.55781936645508,36.63,23,0.87,1030
33,401.7437133789062,36.63,27,0.87,1032
34,53.74789428710938,36.63,28,0.87,1026
35,37.14537048339844,36.63,35,0.87,1027
36,421.3871459960938,36.63,27,0.87,1026
37,396.0248413085938,36.63,33,0.87,1040
38,10.44183731079102,36.63,32,0.87,1037
39,288.6472473144531,36.63,31,0.87,1032
40,37.14537048339844,36.63,24,0.87,1007
41,1623.9774169921882,36.63,30,0.87,1017
42,56.084815979003906,36.63,43,0.87,1030
43,2363.342041015625,36.63,31,0.87,1032
44,10.96754741668701,36.63,25,0.87,1049
45,140.9563293457031,36.63,26,0.87,1017
46,14.447757720947271,36.63,27,0.87,1030
47,148.55224609375,36.63,26,0.87,1012
48,1596.6729736328118,36.63,25,0.87,1027
49,120.9079360961914,36.63,23,0.87,1030
50,865.1586303710938,36.63,25,0.87,1025
51,1951.2591552734382,36.63,34,0.87,1032
52,203.7541961669922,36.63,25,0.87,1030
53,94.6029815673828,36.63,28,0.87,1031
54,10.44183731079102,36.63,31,0.87,1027
55,248.39337158203116,36.63,27,0.87,1027
56,361.7695922851562,36.63,37,0.87,1061
57,368.9474792480469,36.63,19,0.87,1031
58,47.37548446655273,36.63,22,0.87,1053
59,77.97574615478516,36.63,41,0.87,1029
60,219.4850006103516,36.63,23,0.87,997
61,16.83182334899902,36.63,33,0.87,1032
62,18.71355819702148,36.63,32,0.87,1030
63,350.7449645996094,36.63,25,0.87,1033
64,181.5143737792969,36.63,25,0.87,1030
65,58.93083190917969,36.63,30,0.87,1054
66,14.32654094696045,36.63,28,0.87,1041
67,12.69220733642578,36.63,29,0.87,1054
68,42.68008041381836,36.63,30,0.87,1030
69,4.0,36.63,34,0.87,1030
70,23.74346733093262,36.63,30,0.87,1047
71,144.104248046875,36.63,24,0.87,1049
72,176.5647430419922,36.63,24,0.87,1054
73,86.84709167480469,36.63,35,0.87,1044
74,2358.822509765625,36.63,26,0.87,1032
75,35.90165328979492,36.63,33,0.87,1049
76,263.49282836914057,36.63,23,0.87,1020
77,206.7012023925781,36.63,27,0.87,1032
78,12.58986759185791,36.63,31,0.87,1063
79,69.00289916992189,36.63,27,0.87,1070
80,202.9051818847656,36.63,27,0.87,1032
81,15.224977493286131,36.63,28,0.87,1054
82,10.44183731079102,36.63,30,0.87,1060
83,31.781719207763672,36.63,26,0.87,1030
84,39.52106094360352,36.63,42,0.87,1049
85,142.3699798583984,36.63,31,0.87,1052
86,215.4762725830078,36.63,34,0.87,1053
87,121.3621368408203,36.63,26,0.87,1050
88,187.2318572998047,36.63,29,0.87,1049
89,56.084815979003906,36.63,28,0.87,1062
90,3.8890023231506348,36.63,25,0.87,1054
91,137.57452392578122,36.63,29,0.87,1077
92,149.1394653320312,36.63,32,0.87,1048
93,292.6947631835938,36.63,31,0.87,1060
94,1.539181590080261,36.63,36,0.87,1066
95,16.84739112854004,36.63,31,0.87,1081
96,499.8729553222656,36.63,27,0.87,1078
97,273.54550170898443,36.63,26,0.87,1066
98,142.3699798583984,36.63,32,0.87,1048
99,187.2318572998047,36.63,32,0.87,1076
100,109.5502395629883,36.63,28,0.87,1080
