,Times runned,Elevation,temperature,M,F,humidity,arrival_time
0,1,2707.225341796875,63.38,1,0,0.78,2:02:53
1,1,16.83182334899902,63.38,1,0,0.78,2:03:14
2,1,83.60902404785156,63.38,1,0,0.78,2:03:38
3,1,2400.832275390625,63.38,1,0,0.78,2:04:35
4,1,2363.342041015625,63.38,1,0,0.78,2:05:00
5,1,331.5245056152344,63.38,1,0,0.78,2:05:21
6,1,1831.0819091796882,63.38,1,0,0.78,2:05:41
7,1,2293.990966796875,63.38,1,0,0.78,2:07:09
8,1,131.0602111816406,63.38,1,0,0.78,2:07:17
9,1,1325.164916992188,63.38,1,0,0.78,2:07:54
10,1,35.99068832397461,63.38,1,0,0.78,2:08:10
11,1,2293.990966796875,63.38,1,0,0.78,2:08:57
12,1,15.224977493286133,63.38,1,0,0.78,2:09:09
13,1,1895.031005859375,63.38,1,0,0.78,2:09:58
14,1,2103.939453125,63.38,1,0,0.78,2:11:14
15,1,100.36962127685551,63.38,1,0,0.78,2:10:36
16,1,2221.482666015625,63.38,1,0,0.78,2:10:44
17,1,450.998291015625,63.38,1,0,0.78,2:11:36
18,1,10.44776248931885,63.38,1,0,0.78,2:12:51
19,1,2069.5107421875,63.38,0,1,0.78,2:14:43
20,1,2487.6181640625,63.38,1,0,0.78,2:14:15
21,1,77.97574615478516,63.38,1,0,0.78,2:14:34
22,1,10.04086875915527,63.38,0,1,0.78,2:15:42
23,1,55.65824508666992,63.38,0,1,0.78,2:15:54
24,1,16.84739112854004,63.38,1,0,0.78,2:15:14
25,1,79.58588409423828,63.38,1,0,0.78,2:15:14
26,1,10.44776248931885,63.38,1,0,0.78,2:15:27
27,1,206.3250579833984,63.38,1,0,0.78,2:16:07
28,1,25.25222396850586,63.38,1,0,0.78,2:16:21
29,1,263.49282836914057,63.38,1,0,0.78,2:17:33
30,1,13.346641540527338,63.38,1,0,0.78,2:16:27
31,1,249.9987335205078,63.38,1,0,0.78,2:17:22
32,1,614.4942016601562,63.38,0,1,0.78,2:17:25
33,1,157.9389343261719,63.38,1,0,0.78,2:17:10
34,1,767.4879150390625,63.38,1,0,0.78,2:17:39
35,1,1831.0819091796882,63.38,1,0,0.78,2:18:13
36,1,254.7844543457031,63.38,1,0,0.78,2:18:06
37,1,16.84739112854004,63.38,1,0,0.78,2:18:49
38,1,331.5245056152344,63.38,1,0,0.78,2:19:17
39,1,1046.732788085938,63.38,1,0,0.78,2:18:57
40,1,1361.07470703125,63.38,1,0,0.78,2:18:05
41,1,37.14537048339844,63.38,1,0,0.78,2:19:06
42,1,2013.95263671875,63.38,0,1,0.78,2:19:07
43,1,77.97574615478516,63.38,1,0,0.78,2:19:36
44,1,233.7287750244141,63.38,1,0,0.78,2:19:44
45,1,614.4942016601562,63.38,1,0,0.78,2:19:58
46,1,219.4850006103516,63.38,1,0,0.78,2:19:11
47,1,16.83182334899902,63.38,1,0,0.78,2:20:23
48,1,259.998291015625,63.38,1,0,0.78,2:21:15
49,1,10.96754741668701,63.38,1,0,0.78,2:20:49
50,1,16.83182334899902,63.38,1,0,0.78,2:20:46
51,1,1300.004516601562,63.38,1,0,0.78,2:20:59
52,1,58.93083190917969,63.38,1,0,0.78,2:21:46
53,1,87.61908721923828,63.38,1,0,0.78,2:21:11
54,1,397.1535034179688,63.38,1,0,0.78,2:21:45
55,1,447.4283447265625,63.38,1,0,0.78,2:22:25
56,1,1.7364590167999268,63.38,1,0,0.78,2:22:46
57,1,354.0487060546875,63.38,1,0,0.78,2:22:03
58,1,15.55781936645508,63.38,1,0,0.78,2:22:32
59,1,1623.9774169921882,63.38,1,0,0.78,2:22:51
60,1,401.7437133789062,63.38,0,1,0.78,2:22:49
61,1,21.80615043640137,63.38,1,0,0.78,2:19:39
62,1,8.919455528259277,63.38,1,0,0.78,2:23:01
63,1,10.44776248931885,63.38,1,0,0.78,2:22:28
64,1,249.9906158447266,63.38,1,0,0.78,2:22:46
65,1,288.391845703125,63.38,1,0,0.78,2:22:48
66,1,5.020810604095459,63.38,1,0,0.78,2:23:29
67,1,2984.43896484375,63.38,0,1,0.78,2:22:59
68,1,91.7226791381836,63.38,1,0,0.78,2:23:14
69,1,1623.9774169921882,63.38,1,0,0.78,2:24:34
70,1,109.5502395629883,63.38,1,0,0.78,2:23:08
71,1,380.0,63.38,1,0,0.78,2:24:39
72,1,542.0845947265625,63.38,1,0,0.78,2:23:34
73,1,87.09457397460938,63.38,1,0,0.78,2:24:37
74,1,18.05331420898438,63.38,1,0,0.78,2:24:14
75,1,1360.286376953125,63.38,1,0,0.78,2:24:00
76,1,16.84739112854004,63.38,1,0,0.78,2:24:56
77,1,74.86676025390625,63.38,1,0,0.78,2:24:50
78,1,181.5143737792969,63.38,1,0,0.78,2:24:57
79,1,10.44776248931885,63.38,1,0,0.78,2:25:08
80,1,1525.08740234375,63.38,1,0,0.78,2:25:01
81,1,43.76164245605469,63.38,0,1,0.78,2:24:43
82,1,3.920108318328857,63.38,1,0,0.78,2:24:41
83,1,183.2224578857422,63.38,1,0,0.78,2:25:27
84,1,1525.08740234375,63.38,1,0,0.78,2:25:15
85,1,1623.9774169921882,63.38,1,0,0.78,2:25:55
86,1,17.80105018615723,63.38,1,0,0.78,2:25:53
87,1,33.1964111328125,63.38,1,0,0.78,2:25:20
88,1,12.69220733642578,63.38,1,0,0.78,2:25:29
89,1,221.0,63.38,1,0,0.78,2:24:13
90,1,31.2812614440918,63.38,1,0,0.78,2:26:01
91,1,232.3273620605469,63.38,0,1,0.78,2:26:40
92,1,181.5143737792969,63.38,1,0,0.78,2:26:37
93,1,260.0966186523438,63.38,1,0,0.78,2:26:56
94,1,207.8424377441406,63.38,0,1,0.78,2:27:07
95,1,238.7421112060547,63.38,1,0,0.78,2:26:36
96,1,45.1558952331543,63.38,1,0,0.78,2:26:25
97,1,666.8341674804688,63.38,1,0,0.78,2:27:23
98,1,33.1964111328125,63.38,1,0,0.78,2:27:19
99,1,7.058139324188232,63.38,1,0,0.78,2:27:20
100,1,0.5368872284889221,63.38,1,0,0.78,2:27:45
101,1,33.1964111328125,63.38,1,0,0.78,2:27:55
102,1,37.14537048339844,63.38,1,0,0.78,2:24:12
103,1,235.0727081298828,63.38,1,0,0.78,2:27:25
104,1,254.7844543457031,63.38,1,0,0.78,2:27:44
105,1,181.5143737792969,63.38,1,0,0.78,2:27:26
106,1,298.6752014160156,63.38,0,1,0.78,2:28:07
107,1,194.8641204833984,63.38,1,0,0.78,2:27:32
108,1,16.83182334899902,63.38,1,0,0.78,2:27:36
109,1,344.1837463378906,63.38,1,0,0.78,2:27:46
110,1,113.81967163085942,63.38,1,0,0.78,2:26:44
111,1,286.3919067382812,63.38,0,1,0.78,2:28:08
112,1,140.9563293457031,63.38,1,0,0.78,2:26:46
113,2,199.8629608154297,63.38,1,0,0.78,2:28:16
114,1,15.55781936645508,63.38,0,1,0.78,2:28:38
115,1,55.22239303588867,63.38,1,0,0.78,2:28:03
116,1,505.1585388183594,63.38,0,1,0.78,2:28:25
117,1,359.0086669921875,63.38,1,0,0.78,2:26:00
118,1,4.784560680389403,63.38,1,0,0.78,2:28:25
119,1,181.5143737792969,63.38,1,0,0.78,2:27:43
120,1,140.6603088378906,63.38,1,0,0.78,2:28:59
121,1,14.566981315612788,63.38,1,0,0.78,2:28:11
122,1,182.7666320800781,63.38,1,0,0.78,2:26:58
123,1,11.8902006149292,63.38,1,0,0.78,2:28:13
124,1,378.2447204589844,63.38,1,0,0.78,2:28:45
125,1,33.91964721679688,63.38,1,0,0.78,2:29:16
126,1,1596.6729736328118,63.38,1,0,0.78,2:28:54
127,1,2108.50048828125,63.38,1,0,0.78,2:28:36
128,1,259.998291015625,63.38,1,0,0.78,2:27:29
129,1,1386.9697265625,63.38,1,0,0.78,2:28:42
130,1,16.83182334899902,63.38,0,1,0.78,2:29:24
